BIC;Name;Service SCT;Service SDD;Service COR1;Service B2B;Service SCC
RBABCH22   ;ENTRIS BANKING AG (FORMERLY RBA-ZENTRALBANK)                                                                                                ;1;0;0;0;0
RBAGDEF1   ;REISEBANK AKTIENGESELLSCHAFT                                                                                                                ;1;0;0;0;0
RBAGDEF1XXX;REISEBANK AG                                                                                                                                ;1;0;0;0;0
RBMFDEF1   ;RAIFFEISENBANK MAINTAL NDL. D. FRANKFURTER VB                                                                                               ;1;1;0;1;1
RBOSGB2L   ;ROYAL BANK OF SCOTLAND PLC                                                                                                                  ;1;1;0;0;0
RBOSGIGI   ;NATWEST-GIBRALTAR                                                                                                                           ;1;0;0;0;0
RBOSGRAA   ;ROYAL BANK OF SCOTLAND PLC                                                                                                                  ;1;1;0;1;0
RBOSNL2A   ;THE ROYAL BANK OF SCOTLAND PLC THE NETHERLANDS (FORMERLY KNOWN AS RBS                                                                       ;1;1;0;1;0
RBRBNL21   ;REGIOBANK NV                                                                                                                                ;1;1;0;1;0
RBRTAT22   ;RAIFFEISENBANK REUTTE                                                                                                                       ;1;1;0;1;0
RBSKATW1   ;RAIFFEISEN BAUSPARKASSE GESELLSCHAFT M.B.H.                                                                                                 ;1;1;0;0;0
RCBLCY2I   ;RCB BANK LTD                                                                                                                                ;1;1;0;0;0
RCBLLULL   ;RCB BANK LTD LUX BRANCH                                                                                                                     ;1;1;0;0;0
RCBPBEBB   ;ROTHSCHILD BELGIQUE                                                                                                                         ;1;0;0;0;0
RCBPFRPP   ;ROTHSCHILD AND CIE BANQUE                                                                                                                   ;1;1;0;1;0
RCBWPLPW   ;RAIFFEISEN BANK POLSKA S.A.                                                                                                                 ;1;0;0;0;0
RCIDDE3NPAY;RCI BANQUE S.A. NIEDERLASSUNG DEUTSCHLAND                                                                                                   ;1;1;0;0;1
RCINFRPP   ;RCIBANQUE S.A.                                                                                                                              ;1;0;0;0;0
RCNOATW1   ;RCI BANQUE SA NIEDERLASSUNG OESTERREICH                                                                                                     ;1;0;0;0;0
RDCIIE21   ;RANELAGH AND DISTRICT CREDIT UNION LTD                                                                                                      ;1;0;0;0;0
RDCLIE21   ;RATHKEALE AND DISTRICT CREDIT UNION LIMITED                                                                                                 ;1;1;0;0;0
RDCUIE21   ;RATHFARNHAM AND DISTRICT CREDIT UNION LIMITED                                                                                               ;1;1;0;0;0
RDRNIE21   ;RATHMORE AND DISTRICT CREDIT UNION LIMITED                                                                                                  ;1;1;0;0;0
REBMDEMMCPM;DEUTSCHE PFANDBRIEFBANK AG                                                                                                                  ;1;1;0;0;0
REBMDEMMCPP;DEUTSCHE PFANDBRIEFBANK AG                                                                                                                  ;1;1;0;0;0
REBMDEMMXXX;DEUTSCHE PFANDBRIEFBANK AG                                                                                                                  ;1;1;0;0;0
REBMDEMM555;DEUTSCHE PFANDBRIEFBANK AG                                                                                                                  ;1;1;0;0;0
REBMDE7C   ;DEUTSCHE PFANDBRIEFBANK AG COVERPOOL                                                                                                        ;1;1;0;0;0
REICCH22   ;REICHMUTH AND CO                                                                                                                            ;1;0;0;0;0
RENBESMM   ;RENTA 4 BANCO, S.A.                                                                                                                         ;1;0;0;0;0
RENBESMMXXX;RENTA 4 BANCO, S.A.                                                                                                                         ;1;0;0;0;0
REUBRERX   ;BANQUE DE LA REUNION                                                                                                                        ;1;1;0;1;0
REVIFRPP   ;BANQUE REVILLON                                                                                                                             ;1;1;0;1;0
RGFIFRPP   ;BANQUE DE REALISATIONS DE GESTION ET DE FINANCEMENT                                                                                         ;1;1;0;0;0
RGNSLV22   ;RIGENSIS BANK AS                                                                                                                            ;1;0;0;0;0
RIBRLV22   ;REGIONALA INVESTICIJU BANKA AS                                                                                                              ;1;0;0;0;0
RIDBSKBX   ;ZUNO BANK AG POBOCKA ZAHRANICNEJ BANKY                                                                                                      ;1;1;0;0;0
RIKOEE22   ;DNB PANK                                                                                                                                    ;1;0;0;0;0
RIKOLV2X   ;DNB BANKA AS                                                                                                                                ;1;0;0;0;0
RINDNO21   ;RINDAL SPAREBANK                                                                                                                            ;1;0;0;0;0
RINGDK22   ;RINGKJOBING LANDBOBANK A/S                                                                                                                  ;1;1;0;1;0
RIRINO21   ;RINGERIKES SPAREBANK                                                                                                                        ;1;0;0;0;0
RISEDK21   ;RISE SPAREKASSE                                                                                                                             ;1;1;0;1;0
RKAGATWW   ;RAIFFEISEN KAPITALANLAGE GMBH                                                                                                               ;1;0;0;0;0
RLBAATW1   ;RAFFEISEN-LEASING BANK AKTIENGESELLSCHAFT                                                                                                   ;1;1;0;0;0
RLBBAT2E   ;RAIFFEISENLANDESBANK BURGENLAND UND REVISIONSVERBAND EGEN                                                                                   ;1;1;0;1;0
RLNWATWW   ;RAIFFEISENLANDESBANK NIEDEROESTERREICH-WIEN AG                                                                                              ;1;1;0;1;0
RLNWATW1   ;RAIFFEISENLANDESBANK NIEDEROESTERREICHWIEN AG                                                                                               ;1;1;0;1;0
RNCBROBU   ;BANCA COMERCIALA ROMANA S.A                                                                                                                 ;1;0;0;0;0
ROCUIE21   ;THE ROSSES CREDIT UNION LIMITED                                                                                                             ;1;0;0;0;0
ROINROBU   ;IDEA BANK S.A.                                                                                                                              ;1;0;0;0;0
ROMAITRR   ;BANCA DI CREDITO COOPERATIVO DI ROMA                                                                                                        ;1;1;0;1;0
ROMAITR1   ;BANCA DI CREDITO COOPERATIVO DI ROM                                                                                                         ;1;1;0;1;0
RORBNO21   ;ROROSBANKEN ROROS SPAREBANK                                                                                                                 ;1;0;0;0;0
RORNIE21   ;ROSCREA CREDIT UNION LIMITED                                                                                                                ;1;1;0;0;0
RORUIE21   ;ROSCOMMON CREDIT UNION LIMITED                                                                                                              ;1;0;0;0;0
ROTACHZZ   ;ROTHSCHILD BANK AG                                                                                                                          ;1;0;0;0;0
RSANIT3P   ;CREDITO SICILIANO SPA                                                                                                                       ;1;1;0;1;0
RSANIT31   ;CREDITO SICILIANO                                                                                                                           ;1;1;0;1;0
RSBUAT2K   ;CAPITAL BANK GRAWE GRUPPE AG                                                                                                                ;1;1;0;1;0
RSOSCH22   ;REGIOBANK SOLOTHURN AG                                                                                                                      ;1;0;0;0;0
RSPKDK21   ;ROENDE OG OMEGNS SPAREKASSE                                                                                                                 ;1;1;0;1;0
RTCUIE21   ;RTE CREDIT UNION LIMITED                                                                                                                    ;1;1;0;0;0
RTMBLV2X   ;RIETUMU BANKA AS                                                                                                                            ;1;0;0;0;0
RUAMIT21   ;BANCA DI CREDITO COOPERATIVO DI MANZANO (UDINE)                                                                                             ;1;1;0;1;0
RUAMIT22   ;BANCA DI CREDITO COOPERATIVO DI MANZANO (UDINE)                                                                                             ;1;1;0;1;0
RUEGCHZZ   ;SOCIETE GENERALE PRIVATE BANKING SUISSE SA                                                                                                  ;1;0;0;0;0
RVSAAT2S   ;RAIFFEISENVERBAND SALZBURG, EGEN                                                                                                            ;1;1;0;1;0
RVSADEMX   ;AIRBUS GROUP BANK GMBH                                                                                                                      ;1;1;0;1;1
RVVGAT2B   ;RAIFFEISENLANDESBANK VORARLBERG                                                                                                             ;1;1;0;1;0
RYGSNO21   ;SPAREBANK 1 OSTFOLD AKERSHUS                                                                                                                ;1;0;0;0;0
RZBAATWW   ;RAIFFEISEN BANK INTERNATIONAL AG                                                                                                            ;1;1;0;1;0
RZBBBGSF   ;RAIFFEISENBANK (BULGARIA) EAD                                                                                                               ;1;0;0;0;0
RZBBBGSFXXX;Raiffeisenbank (Bulgaria) EAD                                                                                                               ;1;0;0;0;0
RZBCCZPP   ;RAIFFEISENBANK A.S.                                                                                                                         ;1;0;0;0;0
RZBHATWW   ;RAIFFEISEN ZENTRALBANK OESTERREICH AG                                                                                                       ;1;1;0;0;0
RZBHHR2X   ;RAIFFEISENBANK AUSTRIA D.D. ZAGREB                                                                                                          ;1;0;0;0;0
RZBMMTMT   ;RAIFFEISEN MALTA BANK PLC                                                                                                                   ;1;0;0;0;0
RZBRROBU   ;RAIFFEISEN BANK S.A.                                                                                                                        ;1;0;0;0;0
RZKTAT2K   ;RAIFFEISENLANDESBANK KAERNTEN, REG.GEN.M.B.H.                                                                                               ;1;1;0;1;0
RZOOAT2L   ;RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT                                                                                     ;1;1;0;1;0
RZOODE77   ;RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT ZWEIGNIEDERLAS                                                                      ;1;1;0;1;1
RZSBIT2B   ;RAIFFEISEN LANDESBANK SUEDTIROL AG                                                                                                          ;1;1;0;1;0
RZSBIT21   ;RAIFFEISEN LANDESBANK SUEDTIRO                                                                                                              ;1;1;0;1;0
RZSTAT2G   ;RAIFFEISEN-LANDESBANK STEIERMARK AG                                                                                                         ;1;1;0;1;0
RZTIAT22   ;RAIFFEISEN-LANDESBANK TIROL AG                                                                                                              ;1;1;0;1;0
RZTIDE71   ;RAIFFEISEN-LANDESBANK TIROL AG ZWEIGNIEDERLASSUNG JUNGHOLZ                                                                                  ;1;0;0;0;0
SABADE5S   ;BANK 1 SAAR EG (FORMERLY SAAR BANK EG)                                                                                                      ;1;1;0;1;1
SABDDE81   ;SACHSISCHE AUFBAUBANK - FOERDERBANK                                                                                                         ;1;1;0;1;0
SABNESMM   ;SANTANDER INVESTMENT SERVICES S.A.                                                                                                          ;1;1;0;0;0
SABRATWW   ;SBERBANK EUROPE AG                                                                                                                          ;1;1;0;0;0
SABRSI2X   ;SBERBANK BANKA D.D.                                                                                                                         ;1;1;0;1;0
SABUDES1   ;RSB RETAIL + SERVICE BANK GMBH                                                                                                              ;1;1;0;1;1
SABUDE6S   ;RSB RETAIL AND SERVICE BANK GMBH (PREV.:SABU SCHUH AND MARKETING GMBH)                                                                      ;1;1;0;1;1
SAKSDE55   ;SPARKASSE SAARBRUECKEN                                                                                                                      ;1;1;0;1;1
SALADE51HOM;KREISSPARKASSE SAARPFALZ/HOMBURG/SAAR                                                                                                       ;1;1;0;1;1
SALADE51NKS;SPARKASSE NEUNKIRCHEN/SAAR                                                                                                                  ;1;1;0;1;1
SALADE51SKG;SKG BANK GMBH                                                                                                                               ;1;1;0;1;1
SALADE51VKS;STADTSPARKASSE VOELKLINGEN                                                                                                                  ;1;1;0;1;1
SALADE51WND;KREISSPARKASSE ST. WENDEL                                                                                                                   ;1;1;0;1;1
SALADE55   ;LANDESBANK SAAR                                                                                                                             ;1;1;0;1;1
SALLDK22   ;SALLING BANK A/S                                                                                                                            ;1;1;0;1;0
SANTATWW   ;SANTANDER CONSUMER BANK GMBH                                                                                                                ;1;1;0;0;0
SAOENO22   ;SPAREBANKEN OST                                                                                                                             ;1;0;0;0;0
SAPVITMM   ;SANTANDER PRIVATE BANKING S.P.A.                                                                                                            ;1;1;0;1;0
SARACHBB   ;BANK J. SAFRA SARASIN LTD                                                                                                                   ;1;0;0;0;0
SARCIT2S   ;BANCA CASSA DI RISPARMIO DI SAVIGLIANO S.P.A.                                                                                               ;1;1;0;1;0
SARDIT31   ;BANCO DI SARDEGNA SPA                                                                                                                       ;1;1;0;1;0
SARIAT21   ;SPARKASSE ALLGAEU                                                                                                                           ;1;1;0;1;0
SASKNO22   ;SANDNES SPAREBANK                                                                                                                           ;1;0;0;0;0
SAXOCHZH   ;SAXO BANK (SWITZERLAND) SA                                                                                                                  ;1;0;0;0;0
SAXODKKK   ;SAXO BANK A/S                                                                                                                               ;1;0;0;0;0
SAXODK21   ;SAXOBANK A/S                                                                                                                                ;1;0;0;0;0
SBAACY2I   ;BANQUE SBA - INTERNATIONAL BANKING UNIT                                                                                                     ;1;1;0;1;0
SBAAFRPP   ;BANQUE SBA                                                                                                                                  ;1;1;0;1;0
SBANFIHH   ;S-BANK LTD                                                                                                                                  ;1;1;0;0;0
SBCRDE66   ;KREISSPARKASSE BIBERACH                                                                                                                     ;1;1;0;1;1
SBDCIE21   ;CORE CREDIT UNION LTD                                                                                                                       ;1;1;0;0;0
SBEXFRP1   ;SOCIETE DE BANQUE ET D'EXPANSION SA                                                                                                         ;1;1;0;1;0
SBGSAT2S   ;SALZBURGER SPARKASSE BANK AG                                                                                                                ;1;1;0;1;0
SBINBE2X   ;STATE BANK OF INDIA                                                                                                                         ;1;0;0;0;0
SBINDEFF   ;STATE BANK OF INDIA                                                                                                                         ;1;1;0;1;0
SBINFRPP   ;STATE BANK OF INDIA, PARIS BRANCH                                                                                                           ;1;1;0;0;0
SBMBEE22   ;VERSOBANK AS                                                                                                                                ;1;0;0;0;0
SBMTMTMT   ;SPARKASSE BANK MALTA PLC                                                                                                                    ;1;0;0;0;0
SBOSATWW   ;STATE STREET BANK GMBH, AUSTRIA BRANCH                                                                                                      ;1;0;0;0;0
SBOSDEMX   ;STATE STREET BANK INTERNATIONAL GMBH                                                                                                        ;1;1;0;1;0
SBOSITML   ;STATE STREET BANK INTERNATIONAL GMBH  SUCCURSALE                                                                                            ;1;1;0;1;0
SBOSNL2A   ;STATE STREET BANK GMBH AMSTERDAM BRANCH                                                                                                     ;1;0;0;0;0
SBREDE22   ;SPARKASSE BREMEN AG, DIE                                                                                                                    ;1;1;0;1;1
SBSLHR2X   ;SLATINSKA BANKA DD                                                                                                                          ;1;0;0;0;0
SCBLDEFX   ;STANDARD CHARTERED BANK GERMANY BRANCH                                                                                                      ;1;1;0;0;0
SCBLDEF1CBG;STANDARD CHARTERED BANK (GERMANY) GMBH                                                                                                      ;1;1;0;0;0
SCBLGB2L   ;STANDARD CHARTERED BANK, LONDON                                                                                                             ;1;0;0;0;0
SCCDIT31   ;BANCA DI SCONTO E CONTI CORRENTI SPA                                                                                                        ;1;1;0;1;0
SCFBDE33   ;SANTANDER CONSUMER BANK AG                                                                                                                  ;1;1;0;1;1
SCFBESMM   ;SANTANDER CONSUMER FINANCE, S.A.                                                                                                            ;1;1;0;0;0
SCHOATWW   ;SCHOELLERBANK AG                                                                                                                            ;1;1;0;1;0
SCHWDESS   ;SCHWAEBISCHE BANK AKTIENGESELLSCHAFT                                                                                                        ;1;1;0;1;1
SCRUDE51   ;SERVICE CREDIT UNION                                                                                                                        ;1;1;0;0;1
SDCNIE21   ;MEMBER FIRST CREDIT UNION LIMITED                                                                                                           ;1;1;0;0;0
SDUEDE33   ;SPARKASSE DUEREN                                                                                                                            ;1;1;0;1;1
SEATDE21   ;SEAT BANK GMBH                                                                                                                              ;1;1;0;1;1
SEBKLULL   ;INTESA SANPAOLO BANK LUXEMBOURG SA                                                                                                          ;1;1;0;1;0
SECGDEFF   ;SWISS EURO CLEARING BANK GMBH                                                                                                               ;1;1;0;1;0
SELBIT2B   ;BANCA SELLA SPA                                                                                                                             ;1;1;0;1;0
SELBIT21   ;BANCA SELLA                                                                                                                                 ;1;0;0;0;0
SELBIT22   ;BANCA SELLA HOLDING SPA                                                                                                                     ;1;1;0;1;0
SELFESMM   ;SELF TRADE BANK                                                                                                                             ;1;1;0;1;0
SELFESMMXXX;SELF TRADE BANK                                                                                                                             ;1;0;0;0;0
SELJNO21   ;SELJORD SPAREBANK                                                                                                                           ;1;0;0;0;0
SELNGB21   ;SENTENIAL                                                                                                                                   ;1;1;0;0;0
SELSNO21   ;SELBU SPAREBANK                                                                                                                             ;1;0;0;0;0
SENVITT1   ;BANCA PATRIMONI SELLA E C. SPA                                                                                                              ;1;1;0;1;0
SEPFIT31   ;SE.PA.FIN SPA                                                                                                                               ;1;0;0;0;0
SEZDDEF1   ;SBERBANK EUROPE AG ZWEIGNIEDERLASSUNG DEUTSCHLAND                                                                                           ;1;1;0;0;1
SFBALI22   ;BANQUE HAVILLAND LIECHTENSTEIN                                                                                                              ;1;0;0;0;0
SFBFCH22   ;NEUE HELVETISCHE BANK AG                                                                                                                    ;1;0;0;0;0
SFBSFRP1   ;SOCIETE FINANCIERE DE BANQUE - SOFIB SA                                                                                                     ;1;1;0;0;0
SFSPIT21   ;SANFELICE 1893 BANCA POPOLARE                                                                                                               ;1;1;0;1;0
SFSPIT22   ;SANFELICE 1893 BANCA POPOLARE                                                                                                               ;1;1;0;1;0
SGABATWW   ;SOCIETE GENERALE                                                                                                                            ;1;1;0;1;0
SGABBEB2   ;SOCIETE GENERALE (BELGIAN HEAD OFFICE)                                                                                                      ;1;1;0;1;0
SGABCHZZ   ;SOCIETE GENERALE, PARIS, ZURICH BRANCH                                                                                                      ;1;1;0;1;0
SGABLULL   ;SOCIETE GENERALE BANK AND TRUST S.A.                                                                                                        ;1;1;0;1;0
SGBTMCMC   ;SOCIETE GENERALE BANK AND TRUST MONACO                                                                                                      ;1;1;0;0;0
SGFSNO21   ;SPAREBANK 1 GUDBRANDSDAL                                                                                                                    ;1;0;0;0;0
SGIUIT21   ;BANCA SANTA GIULIA S.P.A.                                                                                                                   ;1;1;0;1;0
SGMIITM1   ;SOCIETE GENERALE MUTUI ITALIA SPA                                                                                                           ;1;1;0;1;0
SGPBBE99   ;SG PRIVATE BANKING BELGIUM                                                                                                                  ;1;1;0;0;0
SHBKDEFF   ;SHINHAN BANK EUROPE GMBH                                                                                                                    ;1;1;0;1;0
SHCUIE21   ;SHEEPHAVEN CREDIT UNION LIMITED                                                                                                             ;1;1;0;0;0
SHEDNO22   ;SPAREBANKEN HEDMARK                                                                                                                         ;1;0;0;0;0
SHIZBEBB   ;SHIZUOKA BANK (EUROPE) S.A.                                                                                                                 ;1;0;0;0;0
SHKBCH2S   ;SCHAFFHAUSER KANTONALBANK                                                                                                                   ;1;0;0;0;0
SHRIIE21   ;SHERCOCK CREDIT UNION LIMITED                                                                                                               ;1;0;0;0;0
SIBADEMM   ;SIEMENS BANK GMBH                                                                                                                           ;1;0;0;0;0
SIBLFRPP   ;CA INDOSUEZ PRIVATE BANKING                                                                                                                 ;1;1;0;1;0
SIBSDEHH   ;SIGNAL IDUNA BAUSPAR AG                                                                                                                     ;1;1;0;0;0
SIFBFRP1   ;QUILVEST BANQUE PRIVEE SOCIETE ANONYME                                                                                                      ;1;1;0;1;0
SIKBDE55   ;SIKB AG-SAARLAENDISCHE INVESTITIONSKREDIT-BANK AG                                                                                           ;1;1;0;1;0
SIKNLT21   ;SIAULIU KREDITO UNIJA                                                                                                                       ;1;0;0;0;0
SISLISRE   ;CENTRAL BANK OF ICELAND                                                                                                                     ;1;0;0;0;0
SKAANO21   ;SKUDENES AND AAKRA SPAREBANK                                                                                                                ;1;0;0;0;0
SKBASI2X   ;SKB BANKA D.D.                                                                                                                              ;1;1;0;0;0
SKBBPLPW   ;SPOLDZIELCZY BANK RZEMIOSLA I ROLNICTWA                                                                                                     ;1;0;0;0;0
SKBIAT21   ;SPARKASSE SALZKAMMERGUT AG                                                                                                                  ;1;1;0;1;0
SKGIDE5F   ;SPARKASSE GIESSEN                                                                                                                           ;1;1;0;1;1
SKHRDE6W   ;SPARKASSE HOCHRHEIN                                                                                                                         ;1;1;0;1;1
SKIANOBB   ;SKANDIABANKEN AB NORGE                                                                                                                      ;1;0;0;0;0
SKIASESS   ;SKANDIABANKEN AKTIEBOLAG                                                                                                                    ;1;0;0;0;0
SKJBDK22   ;SKJERN BANK                                                                                                                                 ;1;1;0;1;0
SKLODE66   ;SPARKASSE LOERRACH-RHEINFELDEN                                                                                                              ;1;1;0;1;1
SKODDE21   ;SKODA BANK                                                                                                                                  ;1;1;0;1;1
SKOVHR22   ;BANKA KOVANICA D.D.                                                                                                                         ;1;0;0;0;0
SKPADEB1   ;LANDESBANK BERLIN AG-S-KREDITPARTNER                                                                                                        ;1;1;0;1;0
SLBUCH22   ;SPAR- UND LEIHKASSE BUCHEGGBERG AG                                                                                                          ;1;0;0;0;0
SLCNIE21   ;SLANE CREDIT UNION LIMITED                                                                                                                  ;1;1;0;0;0
SLFFCH22   ;SPAR- UND LEIHKASSE FRUTIGEN                                                                                                                ;1;0;0;0;0
SLGUCH2M   ;SPAR UND LEIHKASSE GUERBETAL AG                                                                                                             ;1;0;0;0;0
SLHYAT2S   ;SALZBURGER LANDES- HYPOTHEKENBANK AG                                                                                                        ;1;1;0;1;0
SLMPFRP1   ;SLIMPAY                                                                                                                                     ;1;1;0;0;0
SLRUIE21   ;SLIGO CREDIT UNION LIMITED                                                                                                                  ;1;1;0;0;0
SLZBSKBA   ;SLOVENSKA ZARUCNA A ROZVOJOVA BANKA, A.S.                                                                                                   ;1;1;0;0;0
SLZODE22   ;LANDESSPARKASSE ZU OLDENBURG                                                                                                                ;1;1;0;1;1
SMBCBEBB   ;SUMITOMO MITSUI BANKING CORPORATION                                                                                                         ;1;1;0;1;0
SMBCDEDD   ;SUMITOMO MITSUI BANKING CORPORATION                                                                                                         ;1;1;0;1;0
SMBCFRPP   ;SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED                                                                                          ;1;1;0;1;0
SMBCGB2L   ;SUMITOMO MITSUI BANKING CORPORATION EUROPE LIMITED                                                                                          ;1;1;0;1;0
SMBRHR22   ;SAMOBORSKA BANKA D.D.                                                                                                                       ;1;0;0;0;0
SMCOGB2P   ;HSBC PRIVATE BANK (UK) LIMITED                                                                                                              ;1;0;0;0;0
SMCTFR2A   ;SOCIETE MARSEILLAISE DE CREDIT                                                                                                              ;1;1;0;1;0
SMCTMCM1   ;SOCIETE MARSEILLAISE DE CREDIT                                                                                                              ;1;1;0;1;0
SMHBDEFF   ;UBS DEUTSCHLAND AG                                                                                                                          ;1;1;0;1;0
SMPOLT22   ;DANSKE BANK A/S,LITHUANIA BRANCH                                                                                                            ;1;0;0;0;0
SMSIIT21   ;BANCA SIMETICA SPA                                                                                                                          ;1;0;0;0;0
SMWRAT21   ;SPARKASSE MUEHLVIERTEL-WEST BANK AG                                                                                                         ;1;1;0;1;0
SNBZCHZZ   ;SCHWEIZERISCHE NATIONALBANK                                                                                                                 ;1;0;0;0;0
SNOWNO22   ;SPAREBANK 1 NORD-NORGE                                                                                                                      ;1;0;0;0;0
SNSBNL2A   ;SNS BANK N.V.                                                                                                                               ;1;1;0;1;0
SOAIMQM1   ;SOFIAG                                                                                                                                      ;1;1;0;1;0
SOAPFR22   ;CARREFOUR BANQUE SA                                                                                                                         ;1;1;0;0;0
SOBKDEBB   ;SOLARIS BANK AG                                                                                                                             ;1;1;0;1;1
SOBYDK21   ;SOEBY- SKADER - HALLING SPAREKASSE                                                                                                          ;1;1;0;1;0
SODIRER1   ;SOCIETE FINANCIERE POUR LE DEVELOPPEMENT DE LA REUNION                                                                                      ;1;1;0;1;0
SOFJNO22   ;SPAREBANKEN SOGN OG FJORDANE                                                                                                                ;1;0;0;0;0
SOGECY2N   ;SOCIETE GENERALE CYPRUS LIMITED                                                                                                             ;1;1;0;0;0
SOGEDEFF   ;SOCIETE GENERALE S.A.                                                                                                                       ;1;1;0;1;0
SOGEESMM   ;SOCIETE GENERALE, SUCURSAL EN ESPANA                                                                                                        ;1;1;0;1;0
SOGEFRPP   ;SOCIETE GENERALE                                                                                                                            ;1;1;0;1;0
SOGEGB2L   ;SOCIETE GENERALE                                                                                                                            ;0;1;0;1;0
SOGEGB2LLON;SOCIETE GENERALE                                                                                                                            ;1;0;0;0;0
SOGEGPGP   ;SOCIETE GENERALE DE BANQUE AUX ANTILLES                                                                                                     ;1;1;0;1;0
SOGEHR22   ;SOCIETE GENERALE-SPLITSKA BANKA DD                                                                                                          ;1;0;0;0;0
SOGEITMM   ;SOCIETE GENERALE S.A.                                                                                                                       ;1;1;0;1;0
SOGEMCM1   ;SOCIETE GENERALE MONTE CARLO                                                                                                                ;1;1;0;1;0
SOGENL2A   ;SOCIETE GENERALE                                                                                                                            ;1;1;0;1;0
SOGEPLPW   ;SOCIETE GENERALE SPOLKA AKCYJNA ODDZIAL W POLSCE                                                                                            ;1;0;0;0;0
SOGSNO21   ;SOGNE OG GREIPSTAD SPAREBANK                                                                                                                ;1;0;0;0;0
SOHODK21   ;SOENDERHAA-HOERSTED SPAREKASSE                                                                                                              ;1;1;0;1;0
SOKNNO21   ;SOKNEDAL SPAREBANK                                                                                                                          ;1;0;0;0;0
SOLADEP1FI7;LBBW Kommunikations-BIC                                                                                                                     ;1;1;0;1;1
SOLADEP1SI1;BADEN-WUERTTEMBERGISCHE BANK                         (UP) wegen EBICS                                                                       ;1;1;0;1;1
SOLADEST   ;LANDESBANK BADEN-WUERTTEMBERG                                                                                                               ;1;1;0;1;1
SOLADES1BAD;SPARKASSE BADEN-BADEN GAGGENAU                                                                                                              ;1;1;0;1;1
SOLADES1BAL;SPARKASSE ZOLLERNALB                                                                                                                        ;1;1;0;1;1
SOLADES1BAT;KREISSPARKASSE BAUTZEN                                                                                                                      ;1;1;0;1;1
SOLADES1BHL;SPARKASSE BUEHL                                                                                                                             ;1;1;0;1;1
SOLADES1BND;SPARKASSE BONNDORF-STUEHLINGEN                                                                                                              ;1;1;0;1;1
SOLADES1DES;STADT- UND KREISSPARKASSE LEIPZIG                                                                                                           ;1;1;0;1;1
SOLADES1DLN;KREISSPARKASSE DOEBELN                                                                                                                      ;1;1;0;1;1
SOLADES1DOE;SPARKASSE SCHWARZWALD-BAAR                                                                                                                  ;1;0;0;0;0
SOLADES1ENG;SPARKASSE ENGEN-GOTTMADINGEN                                                                                                                ;1;1;0;1;1
SOLADES1ETT;SPARKASSE KARLSRUHE ETTLINGEN                                                                                                               ;1;1;0;1;1
SOLADES1FDS;KREISSPARKASSE FREUDENSTADT                                                                                                                 ;1;1;0;1;1
SOLADES1GEB;SPARKASSE GENGENBACH                                                                                                                        ;1;1;0;1;1
SOLADES1GRM;SPARKASSE MULDENTAL                                                                                                                         ;1;1;0;1;1
SOLADES1HAL;SPARKASSE HASLACH-ZELL                                                                                                                      ;1;1;0;1;1
SOLADES1HDB;SPARKASSE HEIDELBERG                                                                                                                        ;1;1;0;1;1
SOLADES1HDH;KREISSPARKASSE HEIDENHEIM                                                                                                                   ;1;1;0;1;1
SOLADES1HOC;SPARKASSE HEIDELBERG                                                                                                                        ;1;1;0;1;1
SOLADES1HSW;SPARKASSE HOCHSCHWARZWALD                                                                                                                   ;1;1;0;1;1
SOLADES1KEL;SPARKASSE HANAUERLAND                                                                                                                       ;1;1;0;1;1
SOLADES1KNZ;SPARKASSE BODENSEE (FORMERLY SPARKASSE KONSTANZ)                                                                                            ;1;1;0;1;1
SOLADES1KUN;SPARKASSE HOHENLOHEKREIS                                                                                                                    ;1;1;0;1;1
SOLADES1LBG;KREISSPARKASSE LUDWIGSBURG                                                                                                                  ;1;1;0;1;1
SOLADES1MEI;SPARKASSE MEISSEN                                                                                                                           ;1;1;0;1;1
SOLADES1MGL;SPARKASSE MARKGRAEFLERLAND                                                                                                                  ;1;1;0;1;1
SOLADES1MOS;SPARKASSE NECKARTAL-ODENWALD                                                                                                                ;1;1;0;1;1
SOLADES1OFG;SPARKASSE OFFENBURG/ORTENAU                                                                                                                 ;1;1;0;1;1
SOLADES1PFD;SPARKASSE PFULLENDORF-MESSKIRCH                                                                                                             ;1;1;0;1;1
SOLADES1RAS;SPARKASSE RASTATT-GERNSBACH                                                                                                                 ;1;1;0;1;1
SOLADES1REN;BEZIRKSSPARKASSE REICHENAU                                                                                                                  ;1;1;0;1;1
SOLADES1REU;KREISSPARKASSE REUTLINGEN                                                                                                                   ;1;1;0;1;1
SOLADES1RGA;SPARKASSE MEISSEN                                                                                                                           ;1;1;0;1;1
